	sub_id	agent	tau_gen	lambda_gen	interrupted	duration	n_tr	n_tr_b1	n_tr_b2	n_tr_b3	mean_tr_over_blocks	std_tr_over_blocks	n_tr_r1	n_tr_r2	n_tr_r3	n_tr_r4	n_tr_r5	n_tr_r6	n_tr_r7	n_tr_r8	n_tr_r9	n_tr_r10	n_val_actions	n_val_blocks	n_val_rounds	n_drills	p_drills	mean_drills	std_drills	n_steps	p_steps	n_drills_b1	n_drills_b2	n_drills_b3	mean_drills_b1	mean_drills_b2	mean_drills_b3	n_steps_b1	n_steps_b2	n_steps_b3	n_drills_r01	n_drills_r02	n_drills_r03	n_drills_r04	n_drills_r05	n_drills_r06	n_drills_r07	n_drills_r08	n_drills_r09	n_drills_r10	n_steps_r01	n_steps_r02	n_steps_r03	n_steps_r04	n_steps_r05	n_steps_r06	n_steps_r07	n_steps_r08	n_steps_r09	n_steps_r10	n_tr_giv_hides_0	n_tr_giv_hides_1	p_tr_giv_hides_0	p_tr_giv_hides_1	p_unv_if_drill	p_unv_if_step	p_visible_hide_giv_0.0_tr_disc	p_visible_hide_giv_1.0_tr_disc	n_tr_giv_hides_2	p_tr_giv_hides_2	n_tr_giv_hides_3	p_tr_giv_hides_3	n_tr_giv_hides_4	n_tr_giv_hides_5	p_tr_giv_hides_4	p_tr_giv_hides_5	n_tr_giv_hides_6	p_tr_giv_hides_6
39	A1_rep-1_tau-125_lambda-nan_part-11	A1	0.125	n/a	0	n/a	12.0	3.0	6.0	3.0	4.0	1.4142135623730951	1.0	1.0	0.0	3.0	1.0	2.0	0.0	1.0	1.0	2.0	290	3	30	43	0.1482758620689655	0.1482758620689655	0.3553732274618765	247	0.8517241379310345	15	18	10	0.14705882352941177	0.21951219512195122	0.09433962264150944	87	64	96	3	7	12	2	5	2	6	3	3	0	22	25	24	11	30	24	30	25	30	26	4.0	2.0	0.031746031746031744	0.023255813953488372	0.9767441860465116	n/a	0.43548387096774194	0.4166666666666667	4.0	0.05405405405405406	2.0	0.5	n/a	n/a	n/a	n/a	n/a	n/a
40	A1_rep-1_tau-125_lambda-nan_part-15	A1	0.125	n/a	0	n/a	10.0	2.0	3.0	5.0	3.3333333333333335	1.247219128924647	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	3.0	295	3	30	45	0.15254237288135594	0.15254237288135594	0.3595458209423123	250	0.847457627118644	15	18	12	0.14285714285714285	0.16981132075471697	0.14285714285714285	90	88	72	4	5	5	5	5	8	2	6	5	0	21	26	27	22	31	28	25	30	26	14	4.0	1.0	0.04040404040404041	0.015873015873015872	1.511111111111111	n/a	0.4666666666666667	0.4	2.0	0.022727272727272728	0.0	0.0	0.0	3.0	0.0	0.13043478260869565	n/a	n/a
41	A1_rep-1_tau-125_lambda-nan_part-2	A1	0.125	n/a	0	n/a	9.0	4.0	2.0	3.0	3.0	0.816496580927726	1.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	3.0	311	3	30	39	0.12540192926045016	0.12540192926045016	0.33117410133977443	272	0.8745980707395499	14	14	11	0.1414141414141414	0.12612612612612611	0.10891089108910891	85	97	90	3	5	5	4	1	5	8	4	4	0	26	29	31	25	31	31	28	23	32	16	2.0	3.0	0.03125	0.022900763358778626	1.1025641025641026	n/a	0.14	0.2222222222222222	2.0	0.02197802197802198	1.0	0.05555555555555555	1.0	n/a	0.14285714285714285	n/a	n/a	n/a
42	A1_rep-1_tau-125_lambda-nan_part-24	A1	0.125	n/a	0	n/a	13.0	4.0	5.0	4.0	4.333333333333333	0.4714045207910317	0.0	1.0	1.0	2.0	0.0	2.0	2.0	2.0	1.0	2.0	289	3	30	42	0.1453287197231834	0.1453287197231834	0.3524319550591345	247	0.8546712802768166	14	13	15	0.1320754716981132	0.15476190476190477	0.15151515151515152	92	71	84	5	5	7	3	5	3	6	4	4	0	31	25	26	23	31	16	21	24	32	18	4.0	5.0	0.027972027972027972	0.07042253521126761	0.7142857142857143	n/a	0.3194444444444444	0.3076923076923077	4.0	0.05333333333333334	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43	A1_rep-1_tau-125_lambda-nan_part-25	A1	0.125	n/a	0	n/a	15.0	4.0	6.0	5.0	5.0	0.816496580927726	2.0	1.0	2.0	2.0	0.0	2.0	1.0	1.0	1.0	3.0	266	3	30	39	0.14661654135338345	0.14661654135338345	0.3537232409030471	227	0.8533834586466166	9	15	15	0.09782608695652174	0.17857142857142858	0.16666666666666666	83	69	75	4	6	6	3	6	4	5	3	2	0	15	21	21	21	30	19	30	27	31	12	2.0	6.0	0.043478260869565216	0.06	1.0	n/a	0.4084507042253521	0.4	1.0	0.012195121951219513	4.0	0.11428571428571428	2.0	n/a	0.6666666666666666	n/a	n/a	n/a
44	A1_rep-1_tau-125_lambda-nan_part-26	A1	0.125	n/a	0	n/a	14.0	4.0	5.0	5.0	4.666666666666667	0.4714045207910317	2.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	0.0	2.0	276	3	30	33	0.11956521739130435	0.11956521739130435	0.32445242514346306	243	0.8804347826086957	11	11	11	0.10784313725490197	0.13580246913580246	0.11827956989247312	91	70	82	3	4	5	4	4	4	1	4	4	0	19	27	31	15	31	25	21	26	32	16	1.0	4.0	0.021739130434782608	0.06451612903225806	1.2121212121212122	n/a	0.44285714285714284	0.5	6.0	0.0425531914893617	3.0	0.1111111111111111	n/a	n/a	n/a	n/a	n/a	n/a
45	A1_rep-1_tau-125_lambda-nan_part-28	A1	0.125	n/a	0	n/a	9.0	2.0	4.0	3.0	3.0	0.816496580927726	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0	302	3	30	50	0.16556291390728478	0.16556291390728478	0.37168781987820604	252	0.8344370860927153	19	18	13	0.17757009345794392	0.1956521739130435	0.1262135922330097	88	74	90	4	12	10	4	3	2	4	6	5	0	32	24	23	25	33	24	27	21	25	18	3.0	0.0	0.0196078431372549	0.0	1.52	n/a	0.24390243902439024	0.3333333333333333	6.0	0.045454545454545456	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
46	A1_rep-1_tau-125_lambda-nan_part-3	A1	0.125	n/a	0	n/a	13.0	6.0	2.0	5.0	4.333333333333333	1.699673171197595	2.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	2.0	2.0	298	3	30	39	0.13087248322147652	0.13087248322147652	0.33726084320140226	259	0.8691275167785235	8	19	12	0.08080808080808081	0.17592592592592593	0.13186813186813187	91	89	79	6	7	2	4	4	4	5	3	4	0	19	19	31	24	32	31	31	24	26	22	9.0	3.0	0.04477611940298507	0.046153846153846156	1.1538461538461537	n/a	0.19753086419753085	0.23076923076923078	1.0	0.03125	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47	A1_rep-1_tau-125_lambda-nan_part-32	A1	0.125	n/a	0	n/a	12.0	4.0	6.0	2.0	4.0	1.632993161855452	1.0	1.0	1.0	0.0	1.0	2.0	0.0	2.0	2.0	2.0	288	3	30	35	0.12152777777777778	0.12152777777777778	0.32673961652388106	253	0.8784722222222222	13	11	11	0.14285714285714285	0.11827956989247312	0.10576923076923077	78	82	93	5	3	3	4	4	2	8	3	3	0	20	24	22	32	31	20	28	24	24	28	1.0	7.0	0.03125	0.035175879396984924	1.1714285714285715	n/a	0.36666666666666664	0.3333333333333333	4.0	0.07017543859649122	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
48	A1_rep-1_tau-125_lambda-nan_part-40	A1	0.125	n/a	0	n/a	14.0	4.0	5.0	5.0	4.666666666666667	0.4714045207910317	1.0	0.0	0.0	2.0	1.0	3.0	3.0	2.0	1.0	1.0	274	3	30	36	0.13138686131386862	0.13138686131386862	0.3378229624936097	238	0.8686131386861314	12	12	12	0.1276595744680851	0.13333333333333333	0.13333333333333333	82	78	78	6	7	7	2	5	0	2	2	5	0	19	29	29	21	25	20	18	26	22	29	2.0	2.0	0.02857142857142857	0.029411764705882353	1.1111111111111112	n/a	0.4117647058823529	0.35714285714285715	7.0	0.109375	3.0	0.041666666666666664	n/a	n/a	n/a	n/a	n/a	n/a
49	A1_rep-1_tau-125_lambda-nan_part-41	A1	0.125	n/a	0	n/a	3.0	2.0	1.0	0.0	1.0	0.816496580927726	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	334	3	30	42	0.12574850299401197	0.12574850299401197	0.33156570538699703	292	0.874251497005988	14	14	14	0.13333333333333333	0.12844036697247707	0.11666666666666667	91	95	106	7	2	5	4	6	2	8	4	4	0	29	27	31	21	30	34	28	24	32	36	2.0	0.0	0.01680672268907563	0.0	1.2857142857142858	n/a	0.42857142857142855	0.3333333333333333	1.0	0.011764705882352941	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
50	A1_rep-1_tau-125_lambda-nan_part-42	A1	0.125	n/a	0	n/a	13.0	4.0	4.0	5.0	4.333333333333333	0.4714045207910317	2.0	1.0	1.0	2.0	0.0	2.0	2.0	1.0	0.0	2.0	279	3	30	41	0.14695340501792115	0.14695340501792115	0.3540594607852754	238	0.8530465949820788	14	14	13	0.1414141414141414	0.15217391304347827	0.14772727272727273	85	78	75	4	8	4	5	5	3	3	6	3	0	14	21	27	25	31	16	23	28	33	20	7.0	1.0	0.05511811023622047	0.017543859649122806	1.6829268292682926	n/a	0.25806451612903225	0.3076923076923077	1.0	0.016129032258064516	4.0	0.12121212121212122	n/a	n/a	n/a	n/a	n/a	n/a
51	A1_rep-1_tau-125_lambda-nan_part-43	A1	0.125	n/a	0	n/a	8.0	1.0	4.0	3.0	2.6666666666666665	1.247219128924647	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	299	3	30	48	0.1605351170568562	0.1605351170568562	0.3671016116123677	251	0.8394648829431438	16	15	17	0.14285714285714285	0.1595744680851064	0.1827956989247312	96	79	76	5	11	7	7	3	4	4	5	2	0	31	25	29	18	24	22	29	29	25	19	0.0	4.0	0.0	0.023529411764705882	1.4166666666666667	n/a	0.1111111111111111	0.25	3.0	0.06976744186046512	1.0	0.037037037037037035	n/a	n/a	n/a	n/a	n/a	n/a
52	A1_rep-1_tau-125_lambda-nan_part-44	A1	0.125	n/a	0	n/a	20.0	7.0	5.0	8.0	6.666666666666667	1.247219128924647	2.0	1.0	3.0	2.0	2.0	3.0	1.0	1.0	2.0	3.0	228	3	30	25	0.10964912280701754	0.10964912280701754	0.3124519045783993	203	0.8903508771929824	7	13	5	0.0958904109589041	0.1566265060240964	0.06944444444444445	66	70	67	2	5	6	3	3	1	1	0	4	0	13	27	15	28	22	20	26	28	14	10	1.0	11.0	0.045454545454545456	0.09243697478991597	0.88	n/a	0.375	0.4	3.0	0.08108108108108109	5.0	0.1	n/a	n/a	n/a	n/a	n/a	n/a
53	A1_rep-1_tau-125_lambda-nan_part-45	A1	0.125	n/a	0	n/a	8.0	3.0	2.0	3.0	2.6666666666666665	0.4714045207910317	1.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	328	3	30	41	0.125	0.125	0.33071891388307384	287	0.875	11	11	19	0.1	0.10185185185185185	0.17272727272727273	99	97	91	4	6	3	3	3	3	6	11	2	0	29	28	27	21	31	33	30	25	28	35	4.0	4.0	0.021052631578947368	0.028985507246376812	1.2926829268292683	n/a	0.08928571428571429	0.125	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54	A1_rep-1_tau-125_lambda-nan_part-46	A1	0.125	n/a	0	n/a	11.0	4.0	3.0	4.0	3.6666666666666665	0.4714045207910317	1.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	2.0	297	3	30	45	0.15151515151515152	0.15151515151515152	0.3585502898848253	252	0.8484848484848485	17	17	11	0.16831683168316833	0.1588785046728972	0.12359550561797752	84	90	78	2	10	3	1	3	8	6	2	10	0	23	24	32	13	30	26	23	34	26	21	1.0	5.0	0.022222222222222223	0.042735042735042736	1.1333333333333333	n/a	0.43103448275862066	0.45454545454545453	3.0	0.03225806451612903	2.0	0.047619047619047616	n/a	n/a	n/a	n/a	n/a	n/a
55	A1_rep-1_tau-125_lambda-nan_part-47	A1	0.125	n/a	0	n/a	15.0	3.0	5.0	7.0	5.0	1.632993161855452	2.0	2.0	1.0	1.0	1.0	2.0	0.0	2.0	1.0	3.0	256	3	30	30	0.1171875	0.1171875	0.3216435757849828	226	0.8828125	8	13	9	0.08163265306122448	0.15476190476190477	0.12162162162162163	90	71	65	3	1	5	3	2	4	7	1	4	0	11	22	27	24	25	21	29	24	27	16	7.0	2.0	0.07368421052631578	0.03389830508474576	1.1	n/a	0.2786885245901639	0.26666666666666666	6.0	0.058823529411764705	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
56	A1_rep-1_tau-125_lambda-nan_part-48	A1	0.125	n/a	0	n/a	11.0	1.0	5.0	5.0	3.6666666666666665	1.8856180831641267	2.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	271	3	30	33	0.12177121771217712	0.12177121771217712	0.3270213880605834	238	0.8782287822878229	12	10	11	0.10810810810810811	0.13333333333333333	0.12941176470588237	99	65	74	1	2	2	3	6	8	6	2	3	0	15	27	22	24	30	19	30	30	23	18	6.0	0.0	0.06976744186046512	0.0	1.1818181818181819	n/a	0.15625	0.18181818181818182	5.0	0.04	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57	A1_rep-1_tau-125_lambda-nan_part-49	A1	0.125	n/a	0	n/a	16.0	3.0	8.0	5.0	5.333333333333333	2.0548046676563256	2.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	277	3	30	32	0.11552346570397112	0.11552346570397112	0.3196526154682839	245	0.8844765342960289	6	8	18	0.05660377358490566	0.10126582278481013	0.1956521739130435	100	71	74	0	5	1	3	3	4	5	7	4	0	14	25	17	31	31	25	28	23	29	22	9.0	3.0	0.06474820143884892	0.02564102564102564	1.1875	n/a	0.22580645161290322	0.25	2.0	0.13333333333333333	2.0	0.3333333333333333	n/a	n/a	n/a	n/a	n/a	n/a
58	A1_rep-1_tau-125_lambda-nan_part-5	A1	0.125	n/a	0	n/a	14.0	6.0	3.0	5.0	4.666666666666667	1.247219128924647	3.0	1.0	2.0	2.0	0.0	1.0	1.0	1.0	0.0	3.0	288	3	30	34	0.11805555555555555	0.11805555555555555	0.32267389320802614	254	0.8819444444444444	11	14	9	0.12941176470588237	0.1320754716981132	0.09278350515463918	74	92	88	2	6	3	2	4	2	2	5	8	0	10	28	26	26	32	29	30	29	28	16	3.0	5.0	0.075	0.04032258064516129	1.0588235294117647	n/a	0.4878048780487805	0.42857142857142855	5.0	0.049019607843137254	1.0	0.045454545454545456	n/a	n/a	n/a	n/a	n/a	n/a
59	A1_rep-1_tau-125_lambda-nan_part-50	A1	0.125	n/a	0	n/a	15.0	4.0	6.0	5.0	5.0	0.816496580927726	2.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	276	3	30	31	0.11231884057971014	0.11231884057971014	0.3157583231373954	245	0.8876811594202898	8	11	12	0.0851063829787234	0.125	0.1276595744680851	86	77	82	5	3	5	2	3	7	1	2	3	0	16	29	26	23	29	19	25	31	29	18	5.0	6.0	0.05154639175257732	0.05504587155963303	0.7741935483870968	n/a	0.2716049382716049	0.26666666666666666	4.0	0.05714285714285714	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
60	A1_rep-1_tau-125_lambda-nan_part-6	A1	0.125	n/a	0	n/a	13.0	3.0	7.0	3.0	4.333333333333333	1.8856180831641267	1.0	1.0	2.0	2.0	0.0	2.0	1.0	1.0	1.0	2.0	285	3	30	44	0.1543859649122807	0.1543859649122807	0.36131833436788774	241	0.8456140350877193	12	12	20	0.12121212121212122	0.1518987341772152	0.18691588785046728	87	67	87	7	10	4	2	5	3	1	8	4	0	18	25	14	25	31	17	34	26	27	24	3.0	2.0	0.023809523809523808	0.06896551724137931	1.2954545454545454	n/a	0.4411764705882353	0.46153846153846156	1.0	0.014084507042253521	2.0	0.09523809523809523	5.0	n/a	0.13157894736842105	n/a	n/a	n/a
61	A1_rep-1_tau-125_lambda-nan_part-8	A1	0.125	n/a	0	n/a	7.0	2.0	3.0	2.0	2.3333333333333335	0.4714045207910317	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	321	3	30	49	0.1526479750778816	0.1526479750778816	0.35964784273300465	272	0.8473520249221184	17	14	18	0.1504424778761062	0.14432989690721648	0.16216216216216217	96	83	93	8	2	7	4	5	8	3	5	7	0	28	34	25	30	30	28	27	31	19	20	2.0	1.0	0.018867924528301886	0.006802721088435374	1.3061224489795917	n/a	0.21052631578947367	0.42857142857142855	2.0	0.06666666666666667	0.0	0.0	2.0	n/a	0.05555555555555555	n/a	n/a	n/a
62	A1_rep-1_tau-150_lambda-nan_part-1	A1	0.15	n/a	0	n/a	10.0	3.0	3.0	4.0	3.3333333333333335	0.4714045207910317	1.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0	312	3	30	35	0.11217948717948718	0.11217948717948718	0.31558715093557665	277	0.8878205128205128	9	9	17	0.09090909090909091	0.08737864077669903	0.15454545454545454	90	94	93	6	6	2	4	4	6	3	1	3	0	19	28	21	27	32	30	33	35	27	25	5.0	4.0	0.036231884057971016	0.03225806451612903	1.2857142857142858	n/a	0.1935483870967742	0.3	1.0	0.02	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
63	A1_rep-1_tau-150_lambda-nan_part-10	A1	0.15	n/a	0	n/a	10.0	2.0	4.0	4.0	3.3333333333333335	0.9428090415820634	1.0	3.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	304	3	30	52	0.17105263157894737	0.17105263157894737	0.37655494792774175	252	0.8289473684210527	16	20	16	0.14953271028037382	0.19607843137254902	0.16842105263157894	91	82	79	6	4	7	4	4	9	4	5	9	0	27	15	16	32	32	27	28	30	27	18	4.0	2.0	0.046511627906976744	0.02857142857142857	1.6153846153846154	n/a	0.12962962962962962	0.2	4.0	0.02702702702702703	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
64	A1_rep-1_tau-150_lambda-nan_part-11	A1	0.15	n/a	0	n/a	9.0	1.0	5.0	3.0	3.0	1.632993161855452	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	301	3	30	44	0.1461794019933555	0.1461794019933555	0.35328598107796527	257	0.8538205980066446	19	12	13	0.16379310344827586	0.14285714285714285	0.12871287128712872	97	72	88	5	7	5	7	1	3	6	7	3	0	31	20	20	20	31	33	30	23	23	26	2.0	5.0	0.0196078431372549	0.040983606557377046	1.0909090909090908	n/a	0.2	0.2222222222222222	1.0	0.018518518518518517	1.0	0.043478260869565216	n/a	n/a	n/a	n/a	n/a	n/a
65	A1_rep-1_tau-150_lambda-nan_part-12	A1	0.15	n/a	0	n/a	13.0	5.0	5.0	3.0	4.333333333333333	0.9428090415820634	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	286	3	30	29	0.10139860139860139	0.10139860139860139	0.30185580172163157	257	0.8986013986013986	8	13	8	0.08333333333333333	0.14772727272727273	0.0784313725490196	88	75	94	4	4	1	2	7	4	1	4	2	0	27	24	30	29	27	21	28	28	26	17	4.0	9.0	0.03278688524590164	0.054878048780487805	0.8275862068965517	n/a	0.2463768115942029	0.23076923076923078	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66	A1_rep-1_tau-150_lambda-nan_part-13	A1	0.15	n/a	0	n/a	7.0	3.0	1.0	3.0	2.3333333333333335	0.9428090415820634	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	315	3	30	42	0.13333333333333333	0.13333333333333333	0.33993463423951903	273	0.8666666666666667	15	14	13	0.13636363636363635	0.12844036697247707	0.13541666666666666	95	95	83	5	10	4	3	3	5	3	8	1	0	27	26	21	33	24	25	27	28	26	36	2.0	0.0	0.02631578947368421	0.0	1.2380952380952381	n/a	0.625	0.5714285714285714	4.0	0.022099447513812154	1.0	0.030303030303030304	n/a	n/a	n/a	n/a	n/a	n/a
67	A1_rep-1_tau-150_lambda-nan_part-14	A1	0.15	n/a	0	n/a	16.0	5.0	8.0	3.0	5.333333333333333	2.0548046676563256	2.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	262	3	30	31	0.1183206106870229	0.1183206106870229	0.3229873740158783	231	0.8816793893129771	9	7	15	0.1	0.0945945945945946	0.15306122448979592	81	67	83	3	4	4	3	2	3	2	7	3	0	11	26	23	22	34	17	28	22	25	23	5.0	5.0	0.0423728813559322	0.07462686567164178	1.1612903225806452	n/a	0.21794871794871795	0.1875	3.0	0.046153846153846156	3.0	0.25	n/a	n/a	n/a	n/a	n/a	n/a
68	A1_rep-1_tau-150_lambda-nan_part-15	A1	0.15	n/a	0	n/a	10.0	4.0	2.0	4.0	3.3333333333333335	0.9428090415820634	1.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	2.0	296	3	30	49	0.16554054054054054	0.16554054054054054	0.3716676875625405	247	0.8344594594594594	16	23	10	0.16494845360824742	0.23	0.10101010101010101	81	77	89	9	5	6	3	10	4	5	2	5	0	19	22	29	24	26	23	31	27	24	22	0.0	5.0	0.0	0.035211267605633804	1.346938775510204	n/a	0.391304347826087	0.4	5.0	0.037037037037037035	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69	A1_rep-1_tau-150_lambda-nan_part-16	A1	0.15	n/a	0	n/a	10.0	4.0	4.0	2.0	3.3333333333333335	0.9428090415820634	1.0	0.0	2.0	2.0	0.0	2.0	0.0	1.0	0.0	2.0	277	3	30	47	0.16967509025270758	0.16967509025270758	0.37534711135220306	230	0.8303249097472925	18	14	15	0.1935483870967742	0.17073170731707318	0.14705882352941177	75	68	87	3	7	6	4	6	3	6	3	9	0	22	29	21	12	30	15	30	25	27	19	6.0	1.0	0.04838709677419355	0.011764705882352941	1.127659574468085	n/a	0.2962962962962963	0.3	3.0	0.04411764705882353	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70	A1_rep-1_tau-150_lambda-nan_part-17	A1	0.15	n/a	0	n/a	13.0	3.0	6.0	4.0	4.333333333333333	1.247219128924647	1.0	2.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	2.0	273	3	30	38	0.1391941391941392	0.1391941391941392	0.34614900087699485	235	0.8608058608058609	14	11	13	0.13861386138613863	0.13580246913580246	0.14285714285714285	87	70	78	9	3	3	2	8	3	4	2	4	0	22	24	26	25	28	29	18	19	28	16	3.0	2.0	0.041666666666666664	0.022727272727272728	1.263157894736842	n/a	0.6607142857142857	0.5384615384615384	2.0	0.058823529411764705	1.0	0.023809523809523808	1.0	4.0	0.05	0.23529411764705882	n/a	n/a
71	A1_rep-1_tau-150_lambda-nan_part-18	A1	0.15	n/a	0	n/a	12.0	4.0	8.0	0.0	4.0	3.265986323710904	1.0	1.0	0.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	295	3	30	44	0.14915254237288136	0.14915254237288136	0.3562387703164651	251	0.8508474576271187	18	10	16	0.1782178217821782	0.13513513513513514	0.13333333333333333	83	64	104	3	4	4	6	7	3	2	4	11	0	24	23	32	22	29	19	29	31	21	21	3.0	0.0	0.023809523809523808	0.0	1.4090909090909092	n/a	0.6268656716417911	0.5833333333333334	5.0	0.04672897196261682	4.0	0.17391304347826086	n/a	n/a	n/a	n/a	n/a	n/a
72	A1_rep-1_tau-150_lambda-nan_part-19	A1	0.15	n/a	0	n/a	12.0	6.0	5.0	1.0	4.0	2.160246899469287	1.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	308	3	30	46	0.14935064935064934	0.14935064935064934	0.3564337706912586	262	0.8506493506493507	11	12	23	0.11	0.13333333333333333	0.19491525423728814	89	78	95	10	8	5	3	7	5	4	3	1	0	22	27	31	30	29	29	25	29	23	17	3.0	2.0	0.016129032258064516	0.0392156862745098	1.1521739130434783	n/a	0.125	0.16666666666666666	3.0	0.05357142857142857	4.0	0.26666666666666666	n/a	n/a	n/a	n/a	n/a	n/a
73	A1_rep-1_tau-150_lambda-nan_part-2	A1	0.15	n/a	0	n/a	7.0	1.0	4.0	2.0	2.3333333333333335	1.247219128924647	0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	304	3	30	53	0.17434210526315788	0.17434210526315788	0.37940339428577585	251	0.8256578947368421	20	16	17	0.1724137931034483	0.18604651162790697	0.16666666666666666	96	70	85	8	10	4	6	2	6	6	7	4	0	28	26	32	19	25	20	24	29	23	25	0.0	5.0	0.0	0.034722222222222224	1.3773584905660377	n/a	0.19047619047619047	0.42857142857142855	1.0	0.015151515151515152	0.0	0.0	1.0	n/a	0.05555555555555555	n/a	n/a	n/a
74	A1_rep-1_tau-150_lambda-nan_part-20	A1	0.15	n/a	0	n/a	10.0	1.0	5.0	4.0	3.3333333333333335	1.699673171197595	2.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	2.0	285	3	30	33	0.11578947368421053	0.11578947368421053	0.3199722979699087	252	0.8842105263157894	7	13	13	0.06086956521739131	0.1511627906976744	0.15476190476190477	108	73	71	3	3	5	2	3	4	4	3	6	0	17	24	31	17	33	22	27	33	30	18	7.0	1.0	0.050359712230215826	0.01020408163265306	1.1515151515151516	n/a	0.11428571428571428	0.2	2.0	0.041666666666666664	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
75	A1_rep-1_tau-150_lambda-nan_part-21	A1	0.15	n/a	0	n/a	5.0	2.0	1.0	2.0	1.6666666666666667	0.4714045207910317	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	323	3	30	45	0.1393188854489164	0.1393188854489164	0.34627898233388077	278	0.8606811145510835	13	15	17	0.11818181818181818	0.13761467889908258	0.16346153846153846	97	94	87	6	4	5	2	5	5	9	2	7	0	30	27	31	14	31	31	27	29	29	29	2.0	1.0	0.01098901098901099	0.02040816326530612	1.0222222222222221	n/a	0.5555555555555556	0.4	2.0	0.021739130434782608	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
76	A1_rep-1_tau-150_lambda-nan_part-22	A1	0.15	n/a	0	n/a	16.0	4.0	7.0	5.0	5.333333333333333	1.247219128924647	1.0	1.0	1.0	1.0	2.0	3.0	2.0	2.0	2.0	1.0	269	3	30	42	0.15613382899628253	0.15613382899628253	0.3629821709660712	227	0.8438661710037175	20	10	12	0.18018018018018017	0.14925373134328357	0.13186813186813187	91	57	79	6	6	2	2	4	2	7	4	9	0	25	21	23	25	22	24	20	21	19	27	7.0	2.0	0.0603448275862069	0.0273972602739726	1.3571428571428572	n/a	0.4588235294117647	0.3125	6.0	0.08955223880597014	1.0	0.07692307692307693	n/a	n/a	n/a	n/a	n/a	n/a
77	A1_rep-1_tau-150_lambda-nan_part-23	A1	0.15	n/a	0	n/a	9.0	2.0	4.0	3.0	3.0	0.816496580927726	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	321	3	30	41	0.1277258566978193	0.1277258566978193	0.33378430494651395	280	0.8722741433021807	16	13	12	0.1415929203539823	0.1326530612244898	0.10909090909090909	97	85	98	6	4	8	4	8	5	2	1	3	0	30	28	28	21	24	31	30	33	20	35	0.0	6.0	0.0	0.029411764705882353	1.048780487804878	n/a	0.23333333333333334	0.3333333333333333	3.0	0.0625	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
