	sub_id	agent	tau_gen	lambda_gen	interrupted	duration	n_tr	n_tr_b1	n_tr_b2	n_tr_b3	mean_tr_over_blocks	std_tr_over_blocks	n_tr_r1	n_tr_r2	n_tr_r3	n_tr_r4	n_tr_r5	n_tr_r6	n_tr_r7	n_tr_r8	n_tr_r9	n_tr_r10	n_val_actions	n_val_blocks	n_val_rounds	n_drills	p_drills	mean_drills	std_drills	n_steps	p_steps	n_drills_b1	n_drills_b2	n_drills_b3	mean_drills_b1	mean_drills_b2	mean_drills_b3	n_steps_b1	n_steps_b2	n_steps_b3	n_drills_r01	n_drills_r02	n_drills_r03	n_drills_r04	n_drills_r05	n_drills_r06	n_drills_r07	n_drills_r08	n_drills_r09	n_drills_r10	n_steps_r01	n_steps_r02	n_steps_r03	n_steps_r04	n_steps_r05	n_steps_r06	n_steps_r07	n_steps_r08	n_steps_r09	n_steps_r10	n_tr_giv_hides_0	n_tr_giv_hides_1	n_tr_giv_hides_2	n_tr_giv_hides_3	p_tr_giv_hides_0	p_tr_giv_hides_1	p_tr_giv_hides_2	p_tr_giv_hides_3	p_unv_if_drill	p_unv_if_step	p_visible_hide_giv_0.0_tr_disc	p_visible_hide_giv_1.0_tr_disc	n_tr_giv_hides_4	n_tr_giv_hides_5	p_tr_giv_hides_4	p_tr_giv_hides_5	n_tr_giv_hides_6	p_tr_giv_hides_6
37	A1_rep-1_tau-1200_lambda-500_part-3	A1	1.2	0.5	0	n/a	6.0	3.0	2.0	1.0	2.0	0.816496580927726	0.0	1.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	332	3	30	65	0.19578313253012047	0.19578313253012047	0.39680234065188397	267	0.8042168674698795	20	20	25	0.19801980198019803	0.1694915254237288	0.22123893805309736	81	98	88	10	2	5	9	8	7	3	7	8	6	26	27	26	27	28	29	23	23	28	30	0.0	2.0	4.0	0.0	0.0	0.01904761904761905	0.031007751937984496	0.0	1.4307692307692308	n/a	0.42105263157894735	0.3333333333333333	0.0	n/a	0.0	n/a	n/a	n/a
38	A1_rep-1_tau-1200_lambda-500_part-4	A1	1.2	0.5	0	n/a	8.0	2.0	2.0	4.0	2.6666666666666665	0.9428090415820634	2.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	314	3	30	83	0.2643312101910828	0.2643312101910828	0.4409764409920335	231	0.7356687898089171	24	31	28	0.2222222222222222	0.30097087378640774	0.27184466019417475	84	72	75	2	9	5	9	8	13	9	13	11	4	12	25	19	27	28	23	27	17	25	28	3.0	3.0	1.0	1.0	0.05454545454545454	0.025	0.038461538461538464	0.008849557522123894	1.6385542168674698	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
39	A1_rep-1_tau-1200_lambda-500_part-5	A1	1.2	0.5	0	n/a	8.0	2.0	4.0	2.0	2.6666666666666665	0.9428090415820634	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	302	3	30	58	0.19205298013245034	0.19205298013245034	0.3939144995486901	244	0.8079470198675497	18	19	21	0.17142857142857143	0.2159090909090909	0.1926605504587156	87	69	88	3	2	4	3	6	6	13	11	7	3	13	28	24	33	30	27	23	25	19	22	4.0	1.0	3.0	n/a	0.031007751937984496	0.008	0.0625	n/a	1.3103448275862069	n/a	0.26666666666666666	0.125	n/a	n/a	n/a	n/a	n/a	n/a
40	A1_rep-1_tau-1200_lambda-500_part-6	A1	1.2	0.5	0	n/a	4.0	0.0	3.0	1.0	1.3333333333333333	1.247219128924647	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	339	3	30	81	0.23893805309734514	0.23893805309734514	0.42643482489050466	258	0.7610619469026548	23	27	31	0.19166666666666668	0.27	0.2605042016806723	97	73	88	11	8	6	7	5	10	13	8	5	8	25	28	19	28	31	26	23	28	22	28	2.0	2.0	0.0	n/a	0.01015228426395939	0.019417475728155338	0.0	n/a	1.728395061728395	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
41	A1_rep-1_tau-1200_lambda-500_part-7	A1	1.2	0.5	0	n/a	6.0	0.0	3.0	3.0	2.0	1.4142135623730951	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	330	3	30	61	0.18484848484848485	0.18484848484848485	0.3881746031075505	269	0.8151515151515152	16	25	20	0.13333333333333333	0.22935779816513763	0.19801980198019803	104	84	81	10	6	7	5	4	6	6	5	7	5	26	30	29	31	23	26	23	25	29	27	0.0	0.0	3.0	3.0	0.0	0.0	0.02127659574468085	0.05555555555555555	1.3114754098360655	n/a	0.25	0.3333333333333333	n/a	n/a	n/a	n/a	n/a	n/a
42	A1_rep-1_tau-1200_lambda-500_part-8	A1	1.2	0.5	0	n/a	12.0	4.0	5.0	3.0	4.0	0.816496580927726	1.0	1.0	0.0	2.0	1.0	2.0	2.0	0.0	1.0	2.0	280	3	30	54	0.19285714285714287	0.19285714285714287	0.3945418422754708	226	0.8071428571428572	17	19	18	0.19540229885057472	0.2235294117647059	0.16666666666666666	70	66	90	7	4	8	3	11	4	3	5	6	3	20	26	28	18	23	16	22	31	24	18	2.0	5.0	0.0	5.0	0.023809523809523808	0.07142857142857142	0.0	0.06944444444444445	1.2592592592592593	n/a	0.21153846153846154	0.16666666666666666	n/a	n/a	n/a	n/a	n/a	n/a
43	A1_rep-1_tau-1200_lambda-500_part-9	A1	1.2	0.5	0	n/a	8.0	1.0	5.0	2.0	2.6666666666666665	1.699673171197595	1.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	297	3	30	64	0.21548821548821548	0.21548821548821548	0.41116060666595955	233	0.7845117845117845	31	14	19	0.2605042016806723	0.1891891891891892	0.18269230769230768	88	60	85	5	8	7	10	7	3	7	8	7	2	20	23	20	16	29	22	29	28	21	25	2.0	5.0	0.0	1.0	0.015873015873015872	0.07246376811594203	0.0	0.014492753623188406	1.65625	n/a	0.52	0.25	n/a	n/a	n/a	n/a	n/a	n/a
44	A1_rep-1_tau-1300_lambda-500_part-0	A1	1.3	0.5	0	n/a	6.0	1.0	3.0	2.0	2.0	0.816496580927726	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	326	3	30	82	0.25153374233128833	0.25153374233128833	0.4338945941125625	244	0.7484662576687117	33	15	34	0.2796610169491525	0.15306122448979592	0.3090909090909091	85	83	76	9	12	7	4	3	6	12	8	13	8	24	24	18	26	26	23	24	28	23	28	2.0	2.0	1.0	0.0	0.025	0.028985507246376812	0.01	0.0	1.475609756097561	n/a	0.28125	0.16666666666666666	1.0	0.0	0.0625	0.0	n/a	n/a
45	A1_rep-1_tau-1300_lambda-500_part-1	A1	1.3	0.5	0	n/a	9.0	2.0	3.0	4.0	3.0	0.816496580927726	2.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	296	3	30	68	0.22972972972972974	0.22972972972972974	0.4206589842236049	228	0.7702702702702703	22	24	22	0.2018348623853211	0.25	0.24175824175824176	87	72	69	1	8	13	2	4	10	12	13	3	2	16	28	23	23	26	26	24	23	25	14	3.0	1.0	0.0	2.0	0.037037037037037035	0.013333333333333334	0.0	0.044444444444444446	1.5147058823529411	n/a	0.0	0.0	3.0	n/a	0.06	n/a	n/a	n/a
46	A1_rep-1_tau-1300_lambda-500_part-10	A1	1.3	0.5	0	n/a	7.0	1.0	2.0	4.0	2.3333333333333335	1.247219128924647	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	315	3	30	65	0.20634920634920634	0.20634920634920634	0.4046840883803798	250	0.7936507936507936	23	20	22	0.21100917431192662	0.19801980198019803	0.20952380952380953	86	81	83	8	7	6	8	9	8	5	7	5	2	17	29	30	28	25	20	28	29	27	17	1.0	6.0	n/a	n/a	0.03333333333333333	0.021052631578947368	n/a	n/a	1.5692307692307692	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
47	A1_rep-1_tau-1300_lambda-500_part-2	A1	1.3	0.5	0	n/a	4.0	2.0	1.0	1.0	1.3333333333333333	0.4714045207910317	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	335	3	30	74	0.2208955223880597	0.2208955223880597	0.4148502025755392	261	0.7791044776119403	19	29	26	0.1743119266055046	0.26126126126126126	0.22608695652173913	90	82	89	7	9	9	9	8	9	5	6	9	3	21	22	27	27	28	27	28	30	27	24	1.0	2.0	0.0	1.0	0.01818181818181818	0.009708737864077669	0.0	0.015384615384615385	1.527027027027027	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
48	A1_rep-1_tau-1300_lambda-500_part-3	A1	1.3	0.5	0	n/a	6.0	2.0	1.0	3.0	2.0	0.816496580927726	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	326	3	30	70	0.2147239263803681	0.2147239263803681	0.410630687869485	256	0.7852760736196319	24	22	24	0.21052631578947367	0.2018348623853211	0.23300970873786409	90	87	79	7	6	8	5	10	13	6	7	4	4	20	30	26	20	26	23	26	29	25	31	2.0	0.0	0.0	4.0	0.029850746268656716	0.0	0.0	0.025157232704402517	1.5142857142857142	n/a	0.4375	0.5	0.0	n/a	0.0	n/a	n/a	n/a
49	A1_rep-1_tau-1300_lambda-500_part-4	A1	1.3	0.5	0	n/a	8.0	2.0	4.0	2.0	2.6666666666666665	0.9428090415820634	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	302	3	30	89	0.2947019867549669	0.2947019867549669	0.45590868137999097	213	0.7052980132450332	33	28	28	0.3173076923076923	0.3111111111111111	0.25925925925925924	71	62	80	8	6	6	13	11	15	8	11	9	2	18	22	21	23	25	21	19	25	27	12	0.0	4.0	2.0	2.0	0.0	0.03773584905660377	0.018018018018018018	0.06666666666666667	1.6404494382022472	n/a	0.2	0.25	n/a	n/a	n/a	n/a	n/a	n/a
50	A1_rep-1_tau-1300_lambda-500_part-5	A1	1.3	0.5	0	n/a	7.0	3.0	2.0	2.0	2.3333333333333335	0.4714045207910317	2.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	318	3	30	78	0.24528301886792453	0.24528301886792453	0.4302548773959011	240	0.7547169811320755	27	27	24	0.2571428571428571	0.2571428571428571	0.2222222222222222	78	78	84	5	10	9	4	12	13	6	5	11	3	16	26	27	22	24	18	30	25	25	27	3.0	1.0	1.0	1.0	0.03260869565217391	0.017857142857142856	0.00847457627118644	0.07692307692307693	1.641025641025641	n/a	0.37142857142857144	0.42857142857142855	1.0	n/a	0.02564102564102564	n/a	n/a	n/a
51	A1_rep-1_tau-1300_lambda-500_part-6	A1	1.3	0.5	0	n/a	8.0	2.0	4.0	2.0	2.6666666666666665	0.9428090415820634	1.0	0.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	336	3	30	71	0.2113095238095238	0.2113095238095238	0.40823744188513145	265	0.7886904761904762	28	17	26	0.23333333333333334	0.17708333333333334	0.21666666666666667	92	79	94	5	6	7	13	7	2	6	10	11	4	31	30	18	23	29	32	30	26	25	21	0.0	2.0	5.0	1.0	0.0	0.029850746268656716	0.034013605442176874	0.024390243902439025	1.4647887323943662	n/a	0.3125	0.375	n/a	n/a	n/a	n/a	n/a	n/a
52	A1_rep-1_tau-1300_lambda-500_part-7	A1	1.3	0.5	0	n/a	7.0	1.0	5.0	1.0	2.3333333333333335	1.8856180831641267	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	316	3	30	76	0.24050632911392406	0.24050632911392406	0.42739096243377556	240	0.759493670886076	29	13	34	0.25892857142857145	0.15294117647058825	0.2857142857142857	83	72	85	4	9	4	8	10	12	11	6	5	7	31	27	24	17	26	22	24	30	21	18	0.0	3.0	0.0	1.0	0.0	0.022727272727272728	0.0	0.05555555555555555	1.605263157894737	n/a	0.696969696969697	0.7142857142857143	3.0	n/a	0.17647058823529413	n/a	n/a	n/a
53	A1_rep-1_tau-1300_lambda-500_part-8	A1	1.3	0.5	0	n/a	7.0	2.0	2.0	3.0	2.3333333333333335	0.4714045207910317	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	306	3	30	68	0.2222222222222222	0.2222222222222222	0.41573970964154905	238	0.7777777777777778	27	21	20	0.2621359223300971	0.21212121212121213	0.19230769230769232	76	78	84	2	5	8	4	8	14	10	11	6	0	23	31	26	21	19	22	26	25	20	25	1.0	2.0	2.0	2.0	0.012345679012345678	0.030303030303030304	0.02531645569620253	0.025	1.4852941176470589	n/a	0.4782608695652174	0.42857142857142855	n/a	n/a	n/a	n/a	n/a	n/a
54	A1_rep-1_tau-1300_lambda-500_part-9	A1	1.3	0.5	0	n/a	8.0	1.0	3.0	4.0	2.6666666666666665	1.247219128924647	2.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	321	3	30	57	0.17757009345794392	0.17757009345794392	0.3821504355188948	264	0.822429906542056	25	12	20	0.22935779816513763	0.125	0.1724137931034483	84	84	96	2	8	5	8	6	2	6	10	8	2	22	27	31	21	30	28	30	24	28	23	3.0	4.0	1.0	0.0	0.037037037037037035	0.03007518796992481	0.016666666666666666	0.0	1.1228070175438596	n/a	0.08163265306122448	0.125	0.0	n/a	0.0	n/a	n/a	n/a
55	A1_rep-1_tau-1400_lambda-500_part-0	A1	1.4	0.5	0	n/a	7.0	2.0	3.0	2.0	2.3333333333333335	0.4714045207910317	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	310	3	30	64	0.2064516129032258	0.2064516129032258	0.40475837784149993	246	0.7935483870967742	27	16	21	0.23478260869565218	0.16842105263157894	0.21	88	79	79	6	7	7	6	9	4	8	9	6	2	19	24	18	30	27	26	28	27	30	17	5.0	1.0	1.0	0.0	0.026455026455026454	0.015873015873015872	0.03333333333333333	0.0	1.375	n/a	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
56	A1_rep-1_tau-1400_lambda-500_part-1	A1	1.4	0.5	0	n/a	8.0	3.0	4.0	1.0	2.6666666666666665	1.247219128924647	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	311	3	30	74	0.2379421221864952	0.2379421221864952	0.4258235182277773	237	0.7620578778135049	25	19	30	0.24509803921568626	0.1958762886597938	0.26785714285714285	77	78	82	6	9	10	5	12	8	8	6	8	2	19	21	20	31	24	28	27	27	20	20	2.0	1.0	4.0	0.0	0.05714285714285714	0.0125	0.02666666666666667	0.0	1.6756756756756757	n/a	0.46153846153846156	0.25	1.0	0.0	0.16666666666666666	0.0	0.0	0.0
57	A1_rep-1_tau-1400_lambda-500_part-10	A1	1.4	0.5	0	n/a	6.0	3.0	2.0	1.0	2.0	0.816496580927726	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	320	3	30	64	0.2	0.2	0.4000000000000001	256	0.8	19	19	26	0.18811881188118812	0.18627450980392157	0.2222222222222222	82	83	91	7	6	3	3	8	10	8	7	8	4	18	27	22	23	28	26	28	29	23	32	4.0	0.0	0.0	1.0	0.0425531914893617	0.0	0.0	0.01639344262295082	1.28125	n/a	0.23076923076923078	0.16666666666666666	1.0	n/a	0.01282051282051282	n/a	n/a	n/a
58	A1_rep-1_tau-1400_lambda-500_part-2	A1	1.4	0.5	0	n/a	9.0	3.0	4.0	2.0	3.0	0.816496580927726	2.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	293	3	30	63	0.2150170648464164	0.2150170648464164	0.4108341839127416	230	0.7849829351535836	20	19	24	0.20833333333333334	0.2111111111111111	0.22429906542056074	76	71	83	2	8	3	9	3	8	8	10	9	3	12	25	14	18	33	28	22	26	27	25	3.0	1.0	3.0	1.0	0.03409090909090909	0.0196078431372549	0.04225352112676056	0.013513513513513514	1.3650793650793651	n/a	0.40625	0.3333333333333333	1.0	n/a	0.1111111111111111	n/a	n/a	n/a
59	A1_rep-1_tau-1400_lambda-500_part-3	A1	1.4	0.5	0	n/a	9.0	3.0	3.0	3.0	3.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	303	3	30	81	0.26732673267326734	0.26732673267326734	0.4425642898738022	222	0.7326732673267327	34	27	20	0.2982456140350877	0.2967032967032967	0.20408163265306123	80	64	78	9	10	7	5	11	7	11	11	8	2	27	26	18	25	25	25	25	25	11	15	1.0	3.0	3.0	0.0	0.02040816326530612	0.02158273381294964	0.10344827586206896	0.0	1.4197530864197532	n/a	0.2619047619047619	0.3333333333333333	0.0	2.0	0.0	0.5	n/a	n/a
60	A1_rep-1_tau-1400_lambda-500_part-4	A1	1.4	0.5	0	n/a	3.0	2.0	1.0	0.0	1.0	0.816496580927726	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	346	3	30	78	0.2254335260115607	0.2254335260115607	0.4178675045532443	268	0.7745664739884393	21	23	34	0.1810344827586207	0.20909090909090908	0.2833333333333333	95	87	86	11	6	10	7	9	5	7	9	7	7	25	30	26	29	27	21	25	27	29	29	0.0	3.0	0.0	0.0	0.0	0.016304347826086956	0.0	0.0	1.705128205128205	n/a	0.42105263157894735	0.6666666666666666	0.0	0.0	0.0	0.0	n/a	n/a
61	A1_rep-1_tau-1400_lambda-500_part-5	A1	1.4	0.5	0	n/a	7.0	1.0	4.0	2.0	2.3333333333333335	1.247219128924647	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	297	3	30	47	0.15824915824915825	0.15824915824915825	0.3649744678228754	250	0.8417508417508418	21	9	17	0.1926605504587156	0.10588235294117647	0.1650485436893204	88	76	86	3	7	3	6	3	8	9	3	5	0	13	27	22	19	33	28	27	33	23	25	5.0	1.0	0.0	1.0	0.09259259259259259	0.00684931506849315	0.0	0.03571428571428571	1.5319148936170213	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
62	A1_rep-1_tau-1400_lambda-500_part-6	A1	1.4	0.5	0	n/a	6.0	1.0	3.0	2.0	2.0	0.816496580927726	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	325	3	30	80	0.24615384615384617	0.24615384615384617	0.4307692307692308	245	0.7538461538461538	27	26	27	0.23893805309734514	0.24761904761904763	0.2523364485981308	86	79	80	10	6	6	9	9	12	5	11	10	2	26	27	30	17	22	22	16	25	26	34	1.0	2.0	0.0	2.0	0.013333333333333334	0.028169014084507043	0.0	0.0625	1.475	n/a	0.7096774193548387	0.6666666666666666	1.0	n/a	0.013513513513513514	n/a	n/a	n/a
63	A1_rep-1_tau-1400_lambda-500_part-7	A1	1.4	0.5	0	n/a	8.0	3.0	3.0	2.0	2.6666666666666665	0.4714045207910317	3.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	318	3	30	59	0.18553459119496854	0.18553459119496854	0.3887306350997879	259	0.8144654088050315	21	19	19	0.21649484536082475	0.18446601941747573	0.16101694915254236	76	84	99	4	7	8	9	7	5	4	5	6	4	14	29	28	27	29	18	26	31	25	32	4.0	2.0	0.0	2.0	0.032	0.020202020202020204	0.0	0.05263157894736842	1.3559322033898304	n/a	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
64	A1_rep-1_tau-1400_lambda-500_part-8	A1	1.4	0.5	0	n/a	9.0	5.0	3.0	1.0	3.0	1.632993161855452	2.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	312	3	30	63	0.20192307692307693	0.20192307692307693	0.4014351104836174	249	0.7980769230769231	18	22	23	0.20224719101123595	0.21153846153846154	0.19327731092436976	71	82	96	5	8	7	10	9	6	5	6	6	1	19	28	19	21	27	29	26	25	24	31	5.0	4.0	0.0	n/a	0.02717391304347826	0.05063291139240506	0.0	n/a	1.4603174603174602	n/a	0.21568627450980393	0.2222222222222222	n/a	n/a	n/a	n/a	n/a	n/a
65	A1_rep-1_tau-1400_lambda-500_part-9	A1	1.4	0.5	0	n/a	7.0	2.0	4.0	1.0	2.3333333333333335	1.247219128924647	1.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	319	3	30	74	0.23197492163009403	0.23197492163009403	0.4220930671840107	245	0.768025078369906	28	17	29	0.2545454545454545	0.17708333333333334	0.25663716814159293	82	79	84	6	7	9	9	6	9	13	4	7	4	23	29	17	18	30	24	23	32	29	20	1.0	4.0	2.0	0.0	0.01020408163265306	0.034782608695652174	0.05555555555555555	0.0	1.527027027027027	n/a	0.25	0.2857142857142857	0.0	0.0	0.0	0.0	n/a	n/a
66	A1_rep-1_tau-1500_lambda-500_part-0	A1	1.5	0.5	0	n/a	7.0	4.0	2.0	1.0	2.3333333333333335	1.247219128924647	2.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	316	3	30	69	0.21835443037974683	0.21835443037974683	0.4131292450472166	247	0.7816455696202531	20	28	21	0.19607843137254902	0.27184466019417475	0.1891891891891892	82	75	90	3	11	4	4	6	9	7	11	10	4	16	25	21	29	30	27	23	25	26	25	4.0	1.0	2.0	0.0	0.043010752688172046	0.01098901098901099	0.023529411764705882	0.0	1.6376811594202898	n/a	0.12121212121212122	0.14285714285714285	n/a	n/a	n/a	n/a	n/a	n/a
67	A1_rep-1_tau-1500_lambda-500_part-1	A1	1.5	0.5	0	n/a	6.0	1.0	2.0	3.0	2.0	0.816496580927726	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	306	3	30	70	0.22875816993464052	0.22875816993464052	0.4200331768120164	236	0.7712418300653595	25	28	17	0.22321428571428573	0.2857142857142857	0.17708333333333334	87	70	79	8	12	5	2	7	9	5	9	10	3	17	24	12	23	22	27	31	27	20	33	1.0	2.0	2.0	1.0	0.02702702702702703	0.031746031746031744	0.021739130434782608	0.008771929824561403	1.4857142857142858	n/a	0.0	0.16666666666666666	n/a	n/a	n/a	n/a	n/a	n/a
68	A1_rep-1_tau-1500_lambda-500_part-10	A1	1.5	0.5	0	n/a	9.0	2.0	5.0	2.0	3.0	1.4142135623730951	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	299	3	30	71	0.23745819397993312	0.23745819397993312	0.4255253225035163	228	0.7625418060200669	25	22	24	0.24752475247524752	0.23655913978494625	0.22857142857142856	76	71	81	3	12	5	7	8	5	7	12	7	5	22	24	21	29	20	27	21	24	20	20	7.0	0.0	1.0	1.0	0.044585987261146494	0.0	0.027777777777777776	0.02564102564102564	1.4225352112676057	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
69	A1_rep-1_tau-1500_lambda-500_part-2	A1	1.5	0.5	0	n/a	5.0	1.0	2.0	2.0	1.6666666666666667	0.4714045207910317	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	335	3	30	88	0.2626865671641791	0.2626865671641791	0.44009355209509526	247	0.7373134328358208	31	27	30	0.2605042016806723	0.2727272727272727	0.2564102564102564	88	72	87	10	12	8	5	7	2	12	13	12	7	26	24	27	20	29	21	24	23	24	29	1.0	0.0	1.0	3.0	0.01639344262295082	0.0	0.017241379310344827	0.02654867256637168	1.6818181818181819	n/a	0.6333333333333333	0.6	0.0	0.0	0.0	0.0	n/a	n/a
70	A1_rep-1_tau-1500_lambda-500_part-3	A1	1.5	0.5	0	n/a	3.0	1.0	2.0	0.0	1.0	0.816496580927726	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	350	3	30	85	0.24285714285714285	0.24285714285714285	0.42880945770867523	265	0.7571428571428571	30	26	29	0.2542372881355932	0.23214285714285715	0.24166666666666667	88	86	91	8	9	6	11	10	7	9	9	10	6	28	27	30	25	26	21	27	25	26	30	0.0	1.0	1.0	0.0	0.0	0.010309278350515464	0.01694915254237288	0.0	1.6588235294117648	n/a	0.5217391304347826	0.6666666666666666	1.0	0.0	0.017543859649122806	0.0	n/a	n/a
71	A1_rep-1_tau-1500_lambda-500_part-4	A1	1.5	0.5	0	n/a	12.0	5.0	5.0	2.0	4.0	1.4142135623730951	3.0	0.0	2.0	1.0	1.0	2.0	1.0	0.0	0.0	2.0	280	3	30	60	0.21428571428571427	0.21428571428571427	0.41032590332414487	220	0.7857142857142857	18	23	19	0.2	0.27380952380952384	0.1792452830188679	72	61	87	4	14	5	2	9	5	4	5	8	4	16	22	18	23	21	20	23	31	28	18	6.0	6.0	n/a	n/a	0.05660377358490566	0.034482758620689655	n/a	n/a	1.6	n/a	0.09615384615384616	0.08333333333333333	n/a	n/a	n/a	n/a	n/a	n/a
72	A1_rep-1_tau-1500_lambda-500_part-5	A1	1.5	0.5	0	n/a	12.0	2.0	6.0	4.0	4.0	1.632993161855452	2.0	0.0	1.0	2.0	0.0	1.0	0.0	2.0	2.0	2.0	299	3	30	50	0.16722408026755853	0.16722408026755853	0.37317581278296647	249	0.8327759197324415	21	14	15	0.2	0.16279069767441862	0.1388888888888889	84	72	93	1	9	6	3	10	4	6	6	4	1	17	27	19	20	26	32	30	25	22	31	3.0	2.0	2.0	5.0	0.02158273381294964	0.08	0.025	0.09090909090909091	1.2	n/a	0.18309859154929578	0.25	n/a	n/a	n/a	n/a	n/a	n/a
73	A1_rep-1_tau-1500_lambda-500_part-6	A1	1.5	0.5	0	n/a	9.0	3.0	3.0	3.0	3.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	315	3	30	76	0.24126984126984127	0.24126984126984127	0.4278536022560367	239	0.7587301587301587	27	28	21	0.2621359223300971	0.27184466019417475	0.1926605504587156	76	75	88	12	13	4	6	9	14	1	9	3	5	24	23	17	30	23	22	30	20	19	31	2.0	2.0	3.0	2.0	0.015384615384615385	0.03508771929824561	0.034482758620689655	0.04878048780487805	1.4473684210526316	n/a	0.18518518518518517	0.2222222222222222	n/a	n/a	n/a	n/a	n/a	n/a
74	A1_rep-1_tau-1500_lambda-500_part-7	A1	1.5	0.5	0	n/a	8.0	2.0	4.0	2.0	2.6666666666666665	0.9428090415820634	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0	314	3	30	76	0.24203821656050956	0.24203821656050956	0.4283173102790937	238	0.7579617834394905	38	16	22	0.33043478260869563	0.17391304347826086	0.205607476635514	77	76	85	13	6	10	7	9	8	7	4	7	5	23	21	19	18	27	24	29	25	26	26	3.0	1.0	2.0	0.0	0.039473684210526314	0.014925373134328358	0.02564102564102564	0.0	1.618421052631579	n/a	0.5714285714285714	0.375	0.0	2.0	0.0	0.041666666666666664	n/a	n/a
75	A1_rep-1_tau-1500_lambda-500_part-8	A1	1.5	0.5	0	n/a	11.0	4.0	4.0	3.0	3.6666666666666665	0.4714045207910317	2.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	292	3	30	63	0.21575342465753425	0.21575342465753425	0.4113439976541288	229	0.7842465753424658	16	20	27	0.15841584158415842	0.21978021978021978	0.27	85	71	73	7	5	7	9	9	7	5	3	9	2	8	26	17	27	27	25	26	27	17	29	3.0	4.0	0.0	2.0	0.04285714285714286	0.08695652173913043	0.0	0.03125	1.2698412698412698	n/a	0.41509433962264153	0.2727272727272727	0.0	1.0	0.0	0.03225806451612903	1.0	0.1
